organId,organ,modality,as1_label,as2_label,cosine_sim,as1_dataset_count,as2_dataset_count
UBERON:0000059,large intestine,spatial,ascending colon,sigmoid colon,0.9814216913943868,18,19
UBERON:0000948,heart,sc_bulk,left cardiac atrium,heart right ventricle,0.2746606371124833,14,29
UBERON:0000948,heart,sc_bulk,right cardiac atrium,heart right ventricle,0.323446120071938,16,29
UBERON:0000059,large intestine,sc_bulk,rectum,caecum,0.8443726478686552,13,5
UBERON:0000059,large intestine,spatial,rectum,caecum,0.9236793779438889,13,5
UBERON:0001004,respiratory system,sc_bulk,Right anterior bronchopulmonary segment,Medial bronchopulmonary segment,0.49875707128956988067,18,50
UBERON:0001004,respiratory system,sc_bulk,Right posterior bronchopulmonary segment,Medial bronchopulmonary segment,0.50886812169487312044,13,50
UBERON:0001004,respiratory system,sc_bulk,left lung hilus,Medial bronchopulmonary segment,0.42925656555063905006,3,50
UBERON:0001004,respiratory system,sc_bulk,Right apical bronchopulmonary segment,Medial bronchopulmonary segment,0.44999600906254457778,7,50
UBERON:0001004,respiratory system,sc_bulk,right lung hilus,Medial bronchopulmonary segment,0.45591126424068535056,2,50
UBERON:0000948,heart,sc_bulk,left cardiac atrium,Posteromedial head of posterior papillary muscle of left ventricle,0.33322885693701926,14,6
UBERON:0000948,heart,sc_bulk,heart right ventricle,Posteromedial head of posterior papillary muscle of left ventricle,0.48527531644542826,29,6
UBERON:0000948,heart,sc_bulk,heart left ventricle,Posteromedial head of posterior papillary muscle of left ventricle,0.42754792969481176,70,6
UBERON:0000948,heart,sc_bulk,right cardiac atrium,Posteromedial head of posterior papillary muscle of left ventricle,0.4051949531587184832,16,6
UBERON:0002108,small intestine,sc_bulk,Horizontal part of duodenum,Ascending part of duodenum,0.9999978148399352,18,18
UBERON:0002108,small intestine,spatial,Horizontal part of duodenum,Ascending part of duodenum,0.9998810445234015,18,18
UBERON:0002108,small intestine,spatial,jejunum,Ascending part of duodenum,0.9873478546445245,16,18
UBERON:0002108,small intestine,sc_bulk,jejunum,Ascending part of duodenum,0.9993840694938382,16,18
UBERON:0002108,small intestine,sc_bulk,ileum,Ascending part of duodenum,0.9965604986159778,5,18
UBERON:0002108,small intestine,spatial,ileum,Ascending part of duodenum,0.8750965410578535,5,18
UBERON:0002108,small intestine,sc_bulk,Descending part of duodenum,Ascending part of duodenum,0.9991160091077458,18,18
UBERON:0002108,small intestine,spatial,Descending part of duodenum,Ascending part of duodenum,0.9857738973611526,18,18
UBERON:0002108,small intestine,sc_bulk,Superior part of duodenum,Ascending part of duodenum,0.9993366395121971,6,18
UBERON:0002108,small intestine,spatial,Superior part of duodenum,Ascending part of duodenum,0.9229846746809158,6,18
UBERON:0000948,heart,sc_bulk,left cardiac atrium,heart left ventricle,0.22349737809816178,14,70
UBERON:0000059,large intestine,sc_bulk,transverse colon,sigmoid colon,0.9375048309865631,17,19
UBERON:0000059,large intestine,spatial,transverse colon,sigmoid colon,0.96189869064484,17,19
UBERON:0000948,heart,sc_bulk,interventricular septum,Posteromedial head of posterior papillary muscle of left ventricle,0.6043512718685809396,14,6
UBERON:0002107,liver,sc_bulk,Gastric impression of liver,Diaphragmatic surface of liver,0.5798155623770928275,2,2
UBERON:0002107,liver,sc_bulk,capsule of liver,Diaphragmatic surface of liver,0.57981556237709278,2,2
UBERON:0000059,large intestine,sc_bulk,transverse colon,descending colon,0.9916375068356921,17,19
UBERON:0000059,large intestine,spatial,transverse colon,descending colon,0.9664202770339225,17,19
UBERON:0002108,small intestine,spatial,Horizontal part of duodenum,Distal part of ileum,0.9729582640292388,18,17
UBERON:0004538,left kidney,sc_bulk,kidney capsule,hilum of kidney,0.6430524084865803,9,8
UBERON:0004538,left kidney,sc_bulk,kidney pyramid,hilum of kidney,0.804471503102105,116,8
UBERON:0001004,respiratory system,sc_bulk,Medial bronchopulmonary segment,Superior lingular bronchopulmonary segment,0.50537460004199950978,50,9
UBERON:0001004,respiratory system,sc_bulk,Lateral bronchopulmonary segment,Superior lingular bronchopulmonary segment,0.53091728850419563489,31,9
UBERON:0001004,respiratory system,sc_bulk,Right superior bronchopulmonary segment,Superior lingular bronchopulmonary segment,0.53029379546663907667,4,9
