sex,dataset,technology,description,annotation_method,unique_cell_type_count
,https://api.cellxgene.cziscience.com/dp/v1/collections/c9706a92-0e5f-46c1-96d8-20e42467f287#D2$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/c9706a92-0e5f-46c1-96d8-20e42467f287#D3$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/c9706a92-0e5f-46c1-96d8-20e42467f287#D4$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/c9706a92-0e5f-46c1-96d8-20e42467f287#D5$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/c9706a92-0e5f-46c1-96d8-20e42467f287#pooled%20%5BD9%2CD7%2CD8%2CD10%2CD6%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#franjic_hsb231$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#franjic_hsb237$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#franjic_hsb628$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H29$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H31$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H33$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H37$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H39$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H46$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H48$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H70$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H70$ganglionic%20eminence,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H71$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#582C$jejunal%20epithelium,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#582C$jejunum%20lamina%20propria,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#582C$mesenteric%20lymph%20node,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#582C$spleen,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#582C$thoracic%20lymph%20node,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#583B$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#583B$bone%20marrow,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#583B$lung,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#583B$spleen,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#583B$thoracic%20lymph%20node,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#591C$bone%20marrow,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#591C$lung,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#591C$mesenteric%20lymph%20node,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#591C$spleen,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#591C$thoracic%20lymph%20node,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#621B$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/cc431242-35ea-41e1-a100-41e0dec2665b#621B$bone%20marrow,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2057$hypothalamus,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2061$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2061$cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2061$dorsal%20plus%20ventral%20thalamus,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2061$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2061$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2061$pons,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2061$striatum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2073$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2073$dorsal%20plus%20ventral%20thalamus,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2073$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2073$midbrain%20tectum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2106A$forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2106A$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2106A$metencephalon,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2106A$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2110$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2110$diencephalon,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2110$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2110$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2110$pons,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2110$striatum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2114$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2114$cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2114$diencephalon,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2114$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2114$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2114$striatum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2147$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2147$diencephalon,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2147$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2147$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2147$telencephalon,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2191$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2191$choroid%20plexus%20epithelium,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2191$cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2191$dorsal%20plus%20ventral%20thalamus,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2191$hypothalamus,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2191$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2191$midbrain%20tectum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2191$pons,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#BRC2191$striatum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A313$forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A326$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A334$basal%20forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A334$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A334$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A334$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A334$pons,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A342$basal%20forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A342$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A342$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A342$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A342$pons,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A348$forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A348$head,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A348$hindbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A348$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A351$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A351$cerebral%20subcortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A351$cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A351$entorhinal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A351$hindbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A351$hippocampal%20formation,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A351$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A358$basal%20forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A358$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A358$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A358$hippocampal%20formation,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A358$lower%20layers%20of%20the%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A358$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A358$occipital%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A358$pons,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A358$upper%20layers%20of%20the%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A359$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A359$hippocampal%20formation,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A359$lower%20layers%20of%20the%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A359$medulla%20oblongata,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A359$occipital%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A359$pons,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A385$caudate-putamen,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A385$cerebellar%20peduncular%20complex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A385$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A385$cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A385$dorsal%20plus%20ventral%20thalamus,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A385$hippocampal%20formation,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A385$hypothalamus,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A385$midbrain%20tectum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A395$brain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A398$hindbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A398$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A400$forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A400$hindbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XDD%3A400$midbrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XHU%3A292$basal%20forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XHU%3A292$forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XHU%3A297$cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XHU%3A297$forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XHU%3A305$forebrain,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077#XHU%3A307$cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8c782494-01ed-491b-97b9-6f0d3b76c676#PH-V63$right%20atrium%20auricular%20region,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8c782494-01ed-491b-97b9-6f0d3b76c676#PH-V77$right%20atrium%20auricular%20region,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8c782494-01ed-491b-97b9-6f0d3b76c676#PH-W93$right%20atrium%20auricular%20region,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8c782494-01ed-491b-97b9-6f0d3b76c676#PH-X61$right%20atrium%20auricular%20region,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8c782494-01ed-491b-97b9-6f0d3b76c676#PH-Y03$right%20atrium%20auricular%20region,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8c782494-01ed-491b-97b9-6f0d3b76c676#PH-Y87$right%20atrium%20auricular%20region,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8c782494-01ed-491b-97b9-6f0d3b76c676#PH-Z51$right%20atrium%20auricular%20region,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_11$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_11$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_12$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_12$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_16$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_16$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_17$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_17$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_19$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_19$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_20$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_20$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_21$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_21$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_22$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_22$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_23$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_23$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_24$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_24$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_A$cortex%20of%20kidney,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8e880741-bf9a-4c8e-9227-934204631d2a#donor_A$renal%20medulla,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05061$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05064$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05073$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05077$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05078$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05097$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05105$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05112$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05145$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05153$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05164$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#G05171$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#H00049$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#H00052$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#H00053$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#H00054$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#H00058$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#H00064$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#H00067$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#H00070$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#H00072$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#H00085$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#N00006$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#N00007$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#N00012$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#N00013$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#N00017$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#N00018$blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#N00021$blood,,,,0
