cell_label,cell_id,is_mapped,level_1_cell_id,level_1_cell_label,level_2_cell_id,level_2_cell_label
hair germinal matrix cell,http://purl.obolibrary.org/obo/CL_0002562,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
intestinal epithelial cell,http://purl.obolibrary.org/obo/CL_0002563,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
nucleus pulposus cell of intervertebral disc,http://purl.obolibrary.org/obo/CL_0002564,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,,
iris pigment epithelial cell,http://purl.obolibrary.org/obo/CL_0002565,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
dark melanocyte,http://purl.obolibrary.org/obo/CL_0002566,true,http://purl.obolibrary.org/obo/CL_0000148,melanocyte,,
light melanocyte,http://purl.obolibrary.org/obo/CL_0002567,true,http://purl.obolibrary.org/obo/CL_0000148,melanocyte,,
mesenchymal stem cell of Wharton's jelly,http://purl.obolibrary.org/obo/CL_0002568,true,http://purl.obolibrary.org/obo/CL_0000349,extraembryonic cell,,
mesenchymal stem cell of umbilical cord,http://purl.obolibrary.org/obo/CL_0002569,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
mesenchymal stem cell of adipose tissue,http://purl.obolibrary.org/obo/CL_0002570,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
hepatic mesenchymal stem cell,http://purl.obolibrary.org/obo/CL_0002571,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
vertebral mesenchymal stem cell,http://purl.obolibrary.org/obo/CL_0002572,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
Schwann cell,http://purl.obolibrary.org/obo/CL_0002573,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
stromal cell of pancreas,http://purl.obolibrary.org/obo/CL_0002574,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
central nervous system pericyte,http://purl.obolibrary.org/obo/CL_0002575,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,,
perineurial cell,http://purl.obolibrary.org/obo/CL_0002576,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
placental epithelial cell,http://purl.obolibrary.org/obo/CL_0002577,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
mesenteric preadipocyte,http://purl.obolibrary.org/obo/CL_0002578,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
omentum preadipocyte,http://purl.obolibrary.org/obo/CL_0002579,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
preadipocyte of the breast,http://purl.obolibrary.org/obo/CL_0002580,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
perirenal preadipocyte,http://purl.obolibrary.org/obo/CL_0002581,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
visceral preadipocyte,http://purl.obolibrary.org/obo/CL_0002582,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
subcutaneous preadipocyte,http://purl.obolibrary.org/obo/CL_0002583,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
renal cortical epithelial cell,http://purl.obolibrary.org/obo/CL_0002584,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
retinal blood vessel endothelial cell,http://purl.obolibrary.org/obo/CL_0002585,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
retinal pigment epithelial cell,http://purl.obolibrary.org/obo/CL_0002586,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
smooth muscle cell of the umbilical vein,http://purl.obolibrary.org/obo/CL_0002588,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
smooth muscle cell of the brachiocephalic vasculature,http://purl.obolibrary.org/obo/CL_0002589,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
smooth muscle cell of the brain vasculature,http://purl.obolibrary.org/obo/CL_0002590,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,,
smooth muscle cell of the pulmonary artery,http://purl.obolibrary.org/obo/CL_0002591,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
smooth muscle cell of the coronary artery,http://purl.obolibrary.org/obo/CL_0002592,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
smooth muscle cell of the internal thoracic artery,http://purl.obolibrary.org/obo/CL_0002593,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
smooth muscle cell of the umbilical artery,http://purl.obolibrary.org/obo/CL_0002594,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
smooth muscle cell of the subclavian artery,http://purl.obolibrary.org/obo/CL_0002595,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
smooth muscle cell of the carotid artery,http://purl.obolibrary.org/obo/CL_0002596,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
smooth muscle cell of bladder,http://purl.obolibrary.org/obo/CL_0002597,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
bronchial smooth muscle cell,http://purl.obolibrary.org/obo/CL_0002598,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
smooth muscle cell of the esophagus,http://purl.obolibrary.org/obo/CL_0002599,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
smooth muscle cell of trachea,http://purl.obolibrary.org/obo/CL_0002600,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
uterine smooth muscle cell,http://purl.obolibrary.org/obo/CL_0002601,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
annulus pulposus cell,http://purl.obolibrary.org/obo/CL_0002602,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,,
astrocyte of the cerebellum,http://purl.obolibrary.org/obo/CL_0002603,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
hippocampal astrocyte,http://purl.obolibrary.org/obo/CL_0002604,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
astrocyte of the cerebral cortex,http://purl.obolibrary.org/obo/CL_0002605,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
astrocyte of the spinal cord,http://purl.obolibrary.org/obo/CL_0002606,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
migratory enteric neural crest cell,http://purl.obolibrary.org/obo/CL_0002607,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
hippocampal neuron,http://purl.obolibrary.org/obo/CL_0002608,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
raphe nuclei neuron,http://purl.obolibrary.org/obo/CL_0002610,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
neuron of the dorsal spinal cord,http://purl.obolibrary.org/obo/CL_0002611,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
neuron of the ventral spinal cord,http://purl.obolibrary.org/obo/CL_0002612,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
striatum neuron,http://purl.obolibrary.org/obo/CL_0002613,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
neuron of the substantia nigra,http://purl.obolibrary.org/obo/CL_0002614,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
adipocyte of omentum tissue,http://purl.obolibrary.org/obo/CL_0002615,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000136,adipocyte
perirenal adipocyte,http://purl.obolibrary.org/obo/CL_0002616,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000136,adipocyte
adipocyte of breast,http://purl.obolibrary.org/obo/CL_0002617,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000136,adipocyte
endothelial cell of umbilical vein,http://purl.obolibrary.org/obo/CL_0002618,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
adult endothelial progenitor cell,http://purl.obolibrary.org/obo/CL_0002619,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,,
skin fibroblast,http://purl.obolibrary.org/obo/CL_0002620,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
gingival epithelial cell,http://purl.obolibrary.org/obo/CL_0002621,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
prostate stromal cell,http://purl.obolibrary.org/obo/CL_0002622,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
acinar cell of salivary gland,http://purl.obolibrary.org/obo/CL_0002623,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
paneth cell of the appendix,http://purl.obolibrary.org/obo/CL_0002624,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
seminiferous tubule epithelial cell,http://purl.obolibrary.org/obo/CL_0002625,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
immature astrocyte,http://purl.obolibrary.org/obo/CL_0002626,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
mature astrocyte,http://purl.obolibrary.org/obo/CL_0002627,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
immature microglial cell,http://purl.obolibrary.org/obo/CL_0002628,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
mature microglial cell,http://purl.obolibrary.org/obo/CL_0002629,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
epithelial cell of upper respiratory tract,http://purl.obolibrary.org/obo/CL_0002631,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
epithelial cell of lower respiratory tract,http://purl.obolibrary.org/obo/CL_0002632,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
respiratory basal cell,http://purl.obolibrary.org/obo/CL_0002633,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
epithelial cell of anal column,http://purl.obolibrary.org/obo/CL_0002634,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
nonkeratinized epithelial cell of anal column,http://purl.obolibrary.org/obo/CL_0002635,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
nonkeratinized epithelial cell of inferior part of anal canal,http://purl.obolibrary.org/obo/CL_0002636,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
keratinized epithelial cell of the anal canal,http://purl.obolibrary.org/obo/CL_0002637,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
bronchioalveolar stem cell,http://purl.obolibrary.org/obo/CL_0002638,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
amniotic stem cell,http://purl.obolibrary.org/obo/CL_0002639,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
amniotic epithelial stem cell,http://purl.obolibrary.org/obo/CL_0002640,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
epithelial cell of esophageal gland proper,http://purl.obolibrary.org/obo/CL_0002641,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
epithelial cell of esophageal cardiac gland,http://purl.obolibrary.org/obo/CL_0002642,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
nonkeratinized cell of stratum corneum of esophageal epithelium,http://purl.obolibrary.org/obo/CL_0002643,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
endo-epithelial cell of tympanic part of viscerocranial mucosa,http://purl.obolibrary.org/obo/CL_0002644,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
endo-epithelial cell of pharyngotympanic part of viscerocranial mucosa,http://purl.obolibrary.org/obo/CL_0002645,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
endothelial cell of venous sinus of spleen,http://purl.obolibrary.org/obo/CL_0002651,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
endothelial cell of high endothelial venule,http://purl.obolibrary.org/obo/CL_0002652,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
squamous endothelial cell,http://purl.obolibrary.org/obo/CL_0002653,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
epithelial cell of stratum corneum of esophageal epithelium,http://purl.obolibrary.org/obo/CL_0002654,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
epithelial cell of stratum spinosum of esophageal epithelium,http://purl.obolibrary.org/obo/CL_0002655,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
glandular endometrial unciliated epithelial cell,http://purl.obolibrary.org/obo/CL_0002656,true,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell,,
glandular cell of esophagus,http://purl.obolibrary.org/obo/CL_0002657,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
glandular cell of the large intestine,http://purl.obolibrary.org/obo/CL_0002658,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
glandular epithelial cell of stomach,http://purl.obolibrary.org/obo/CL_0002659,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
luminal cell of acinus of lactiferous gland,http://purl.obolibrary.org/obo/CL_0002660,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
luminal cell of lactiferous terminal ductal lobular unit,http://purl.obolibrary.org/obo/CL_0002661,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
luminal cell of lactiferous duct,http://purl.obolibrary.org/obo/CL_0002662,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
myocardial endocrine cell of atrium,http://purl.obolibrary.org/obo/CL_0002663,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
cardioblast,http://purl.obolibrary.org/obo/CL_0002664,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
otic fibrocyte,http://purl.obolibrary.org/obo/CL_0002665,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
type 2 otic fibrocyte,http://purl.obolibrary.org/obo/CL_0002666,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
type 5 otic fibrocyte,http://purl.obolibrary.org/obo/CL_0002667,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
type 4 otic fibrocyte,http://purl.obolibrary.org/obo/CL_0002668,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
type 3 otic fibrocyte,http://purl.obolibrary.org/obo/CL_0002669,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
type 1 otic fibrocyte,http://purl.obolibrary.org/obo/CL_0002670,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
endothelial stalk cell,http://purl.obolibrary.org/obo/CL_0002671,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
retinal progenitor cell,http://purl.obolibrary.org/obo/CL_0002672,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
tongue muscle cell,http://purl.obolibrary.org/obo/CL_0002673,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
naive regulatory T cell,http://purl.obolibrary.org/obo/CL_0002677,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
memory regulatory T cell,http://purl.obolibrary.org/obo/CL_0002678,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
natural helper lymphocyte,http://purl.obolibrary.org/obo/CL_0002679,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
PP cell of intestine,http://purl.obolibrary.org/obo/CL_0002680,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
bistratified retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003001,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G1 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003002,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G2 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003003,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G3 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003004,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G4 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003005,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G4-ON retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003006,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G4-OFF retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003007,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G5 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003008,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G6 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003009,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G7 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003010,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G8 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003011,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G9 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003012,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G10 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003013,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G11 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003014,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G11-ON retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003015,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
G11-OFF retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003016,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell B3 outer,http://purl.obolibrary.org/obo/CL_0003017,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell B3 inner,http://purl.obolibrary.org/obo/CL_0003018,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell C outer,http://purl.obolibrary.org/obo/CL_0003020,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell C4,http://purl.obolibrary.org/obo/CL_0003021,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell C5,http://purl.obolibrary.org/obo/CL_0003022,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell C6,http://purl.obolibrary.org/obo/CL_0003023,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell C inner,http://purl.obolibrary.org/obo/CL_0003024,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell C3,http://purl.obolibrary.org/obo/CL_0003025,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell D1,http://purl.obolibrary.org/obo/CL_0003026,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell D2,http://purl.obolibrary.org/obo/CL_0003027,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M1 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003028,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M2 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003029,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M3 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003030,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M3-ON retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003031,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M3-OFF retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003032,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M4 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003033,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M5 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003034,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M6 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003035,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M7 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003036,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M7-ON retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003037,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M7-OFF retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003038,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M8 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003039,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M9 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003040,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M9-ON retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003041,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M9-OFF retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003042,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M10 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003043,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M11 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003044,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M12 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003045,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M13 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003046,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M14 retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0003047,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
L cone cell,http://purl.obolibrary.org/obo/CL_0003048,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
M cone cell,http://purl.obolibrary.org/obo/CL_0003049,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
S cone cell,http://purl.obolibrary.org/obo/CL_0003050,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
UV cone cell,http://purl.obolibrary.org/obo/CL_0003051,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
local interneuron,http://purl.obolibrary.org/obo/CL_0004001,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell B,http://purl.obolibrary.org/obo/CL_0004115,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell C,http://purl.obolibrary.org/obo/CL_0004116,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell A,http://purl.obolibrary.org/obo/CL_0004117,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell B1,http://purl.obolibrary.org/obo/CL_0004119,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell A1,http://purl.obolibrary.org/obo/CL_0004120,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell B2,http://purl.obolibrary.org/obo/CL_0004121,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell C1,http://purl.obolibrary.org/obo/CL_0004124,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
